460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,941,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460,460,460,460,460,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,941,941,941,941,941,941,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,941,460,460
